School L - pencils,School L - pens,School H - pencils,School H - pens
0.669987792887682,0.632782268532921,0.828168679091165,0.772134969709841
0.778398289162883,0.720214024899807,0.811479280319569,0.774779519465296
0.765896605432605,0.720634447415884,0.90400606329027,0.850974683913565
0.900255897179733,0.879168870807367,0.906222443176815,0.872382000259762
0.918675446914562,0.861849590780825,0.954721871303848,0.904247064625645
0.805776599708247,0.760499369397947,0.884823042354117,0.837859687492341
