group,id_spec,WARP1,WARP2,gender,school,class,raven,cen1_1,cen1_2,cen1_3,cen1_4,cen2_1,cen2_2,cen2_3,cen2_4,c1,c2,c3,threes_twos,threes_ones,twos_ones,ra,esito,treatment,ok_control,ind1_2w,ind2_2w,ind3_2w,corr1_2w,corr2_2w,corr3_2w,ra_2w,ok_control_2w,group*,id*,Yellow Pencil,Red Pencil,Orange Pencil,Blue Pencil,Vote Yellow Pencil,Vote Red Pencil,Vote Orange Pencil,Vote Blue Pencil,Yellow Pen,Red Pen,Blue Pen,Green Pen,Vote Yellow Pen,Vote Red Pen,Vote Blue Pen,Vote Green Pen,min_slider_pencils,max_slider_pencils,cv_slider_pencils,range_slider_pencils,min_slider_pens,max_slider_pens,cv_slider_pens,range_slider_pens,age_child,age_mother,age_father,school_mother,school_father,x0012,x0013,x0014,x0023,x0024,x0034,x0123,x0124,x0134,x0234,x1234,x0056,x0057,x0058,x0067,x0068,x0078,x0567,x0568,x0578,x0678,x5678,swaps_pens,houtman_pens,IND_ac_SARP_pens,IND_tr_SARP_pens,IND_io_SARP_pens,IND_se_SARP_pens,IND_ac_WARP_pens,IND_tr_WARP_pens,IND_io_WARP_pens,IND_se_WARP_pens,swaps_pencils,houtman_pencils,IND_ac_SARP_pencils,IND_tr_SARP_pencils,IND_io_SARP_pencils,IND_se_SARP_pencils,IND_ac_WARP_pencils,IND_tr_WARP_pencils,IND_io_WARP_pencils,IND_se_WARP_pencils,WARP1,est_rho_unique_pencils,est_rho_3X3_pencils_bin,est_rho_3X3_pencils_ter,est_rho_3X3_pencils_quat,att_pencils,H_nosalience1_pencils,H_salience1_pencils,H_nosalience4_pencils,H_salience4_pencils,H_saliencerand1_pencils,H_saliencerand4_pencils,H_saliencerand5_pencils,alpha23_pencils,alpha24_pencils,alpha34_pencils,gamma23_pencils,gamma24_pencils,gamma34_pencils,binarycycle_pencils,best_bin_pencils,ternarycycle_pencils,WARP2,est_rho_unique_pens,est_rho_3X3_pens_bin,est_rho_3X3_pens_ter,est_rho_3X3_pens_quat,att_pens,H_nosalience1_pens,H_salience1_pens,H_nosalience4_pens,H_salience4_pens,H_saliencerand1_pens,H_saliencerand4_pens,H_saliencerand5_pens,alpha23_pens,alpha24_pens,alpha34_pens,gamma23_pens,gamma24_pens,gamma34_pens,binarycycle_pens,best_bin_pens,ternarycycle_pens,SD_pencils,RA_pencils,SD_pens,RA_pens,UI_or,UI_top_or
16,7,7,9,0,3,5,6,0.169237658,0.053399271,0.292228041,0.48513503,0.294620947,0.268452773,0.246657185,0.190269096,0,0,1,0,1,0,3,0,0,1,0,1,0,0,1,0,2,1,16,7,1,2,3,4,5,1,5,5,5,6,7,8,4,5,4,2,1,5,1,4,2,5,0.422222222,3,3584,11029,11541,"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",Scuola secondaria di 1Âº grado (Licenza media),2,3,4,3,4,3,3,1,4,4,4,5,5,5,7,6,8,5,6,8,6,7,6,4,0.264142056,0.264142,0.264142,0.264142,0.269542,0.269541779,0.269541779,0.269541779,3,2,0.01947,0.01947,0.019672,0.019672,0.021729,0.021729,0.022187,0.022187,7,0.802835144,0.792279699,0.789351011,0.789446325,0.488566034,0.936448035,0.000267142,0.06341407,0.940809485,6.33E-09,0.211677773,0.788306999,4,1,1,3,1,0,1,1,0,9,0.219185412,0.409656871,0.254868834,0.280188091,0.203286989,0.936348216,0.000268906,0.063518137,0.940698415,6.38E-09,0.207577049,0.792406805,3,2,3,2,1,1,0,0,0,4,0,5,1,0,0
16,8,3,3,0,3,5,7,0.18331026,0.193946141,0.554705435,0.068038164,0.000903062,0.365661362,0.000573961,0.632861616,0,0,1,0,1,0,3,0,0,1,0,0,1,1,0,0,3,1,16,8,1,2,3,4,4,3,4,3,5,6,7,8,4,4,3,4,3,4,0.095238095,1,3,4,0.066666667,1,3676,16396,18525,Laurea specialistica,"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",1,3,1,2,4,3,3,1,3,3,3,6,5,8,6,8,8,6,6,8,8,8,1,1,0.002904536,0.003386,0.003071,0.003098,0.003666,0.004387326,0.004079551,0.00411772,1,1,0.000779,0.013674,0.013119,0.023055,0.000797,0.015524,0.015114,0.026118,3,0.880293317,0.788364933,0.787079442,0.78707758,0.493005406,0.999999991,0.901097185,1.08E-09,0.000670224,3.57E-05,1.09E-08,0.999964251,2,1,0,0,0,0,0,0,1,3,0.881953678,0.785944753,0.782162037,0.78697047,0.491447353,0.999999991,0.901769071,1.08E-09,0.000661641,3.58E-05,1.04E-08,0.999964217,1,0,1,1,0,1,1,1,0,2,0,3,0,0,0
16,9,0,5,1,3,5,7,0.002706842,0.010026511,0.071606739,0.915659907,0.347059774,0.483263322,0.169327148,0.000349756,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,1,4,1,16,9,1,2,3,4,2,3,5,5,5,6,7,8,4,5,5,4,2,5,0.6,3,4,5,0.074074074,1,3931,16953,18999,"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",Scuola secondaria di 1Âº grado (Licenza media),2,3,4,3,4,4,3,4,4,4,4,6,5,5,7,6,7,5,6,5,6,6,2,2,0.009315631,0.010101,0.009699,0.011409,0.011178,0.012376918,0.012055149,0.014129339,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.899657266,0.799910991,0.799788756,0.799791181,0.489622761,0.000805806,1.21E-07,0.997627817,0.998416509,5.35E-14,0.999484418,0.000443708,0,0,0,0,0,0,1,1,1,5,0.794990508,0.7713389,0.761108362,0.761602928,0.446971147,0.000805842,1.22E-07,0.997687119,0.998414528,5.35E-14,0.999478799,0.00044349,2,1,1,1,0,1,0,1,0,1,0,4,1,0,0
16,10,0,0,0,3,5,4,0.002706842,0.010026511,0.071606739,0.915659907,0.002706842,0.071606739,0.010026511,0.915659907,0,0,1,0,1,0,3,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,16,10,1,2,3,4,1,1,1,3,5,6,7,8,3,5,2,3,1,3,0.666666667,2,2,5,0.487179487,3,3792,14559,14099,"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)","Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",2,3,4,3,4,4,3,4,4,4,4,6,7,8,6,8,8,6,8,8,8,8,0,0,0.000306152,0.000351,0.000308,0.000275,0.000352,0.000455359,0.000410313,0.000367235,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.899657266,0.799910991,0.799788756,0.799791181,0.489622761,0.000805806,1.21E-07,0.997627817,0.998416509,5.35E-14,0.999484418,0.000443708,0,0,0,0,0,0,1,1,1,0,0.896866109,0.794115494,0.787371238,0.790166252,0.480835153,0.000805842,1.22E-07,0.997687119,0.998414528,5.35E-14,0.999478799,0.00044349,0,0,0,0,0,0,1,1,1,3,0,5,2,0,1
16,11,1,5,1,3,5,6,0.101531796,0.000977198,0.101048593,0.796442413,0.192220082,0.468064005,0.132443163,0.207272751,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,1,1,1,16,11,1,2,3,4,3,2,3,5,5,6,7,8,3,2,5,3,2,5,0.487179487,3,2,5,0.487179487,3,NaN,NaN,NaN,,,1,3,4,3,4,4,1,4,4,4,4,6,5,5,7,6,8,6,6,5,8,6,2,2,0.002515115,0.022301,0.022941,0.056604,0.002496,0.024443254,0.025315072,0.061466641,1,1,0.000958,0.000969,0.00086,0.00081,0.001126,0.001204,0.001093,0.001026,1,0.897039883,0.799331246,0.797461723,0.797474034,0.404245324,0.003479667,8.78E-07,0.994952073,0.994109248,1.29E-12,0.998082971,0.001845256,1,0,0,1,0,0,1,1,1,5,0.840781497,0.782549157,0.780039172,0.780659025,0.406478587,0.003479614,8.82E-07,0.995011407,0.994105081,1.29E-12,0.998077503,0.001844894,2,1,1,0,0,0,0,0,0,2,0,11,5,1,1
16,12,3,0,1,3,5,6,0.36556655,0.632956231,0.000903195,0.000574023,0.915659907,0.071606739,0.002706842,0.010026511,0,0,1,0,1,0,6,0,0,1,0,0,1,1,0,0,4,1,16,12,1,2,3,4,4,5,3,2,5,6,7,8,5,3,1,2,2,5,0.476190476,3,1,5,1.060606061,4,3756,NaN,NaN,"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",Scuola secondaria di 1Âº grado (Licenza media),2,1,1,2,2,3,2,1,1,2,2,5,5,5,6,6,8,5,5,5,6,5,0,0,0.000306152,0.000351,0.000308,0.000275,0.000352,0.000455359,0.000410313,0.000367235,1,1,0.002905,0.003386,0.003071,0.003098,0.003666,0.004387,0.00408,0.004118,3,0.894145991,0.797989832,0.791526447,0.774271397,0.502100529,1,0.999999599,2.53E-14,7.71E-11,0.998466504,6.88E-16,0.001533496,1,0,1,1,0,1,1,1,0,0,0.899376629,0.799427965,0.797364969,0.797356977,0.504583747,1,0.999999602,2.54E-14,7.64E-11,0.998466661,6.80E-16,0.001533339,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
16,13,0,0,1,3,5,8,0.010026511,0.915659907,0.002706842,0.071606739,0.002706842,0.071606739,0.915659907,0.010026511,0,0,1,0,1,0,4,0,0,1,0,0,1,0,0,1,3,1,16,13,1,2,3,4,4,5,3,4,5,6,7,8,2,4,5,4,3,5,0.166666667,2,2,5,0.422222222,3,NaN,NaN,NaN,,,2,1,4,2,2,4,2,2,4,2,2,6,7,8,7,6,7,7,6,7,7,7,0,0,0.000306152,0.000351,0.000308,0.000275,0.000352,0.000455359,0.000410313,0.000367235,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.897846929,0.798294477,0.797802644,0.797637956,0.49557102,0.99999989,0.995339651,3.64E-08,1.05E-05,0.385935607,1.21E-07,0.614064271,0,0,0,0,0,0,1,1,1,0,0.899032073,0.799495974,0.798733223,0.79879813,0.487653354,0.999999892,0.995359214,3.64E-08,1.04E-05,0.386039707,1.30E-07,0.613960162,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
16,14,0,1,0,3,5,8,0.010026511,0.002706842,0.071606739,0.915659907,0.000977198,0.101048593,0.101531796,0.796442413,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,1,3,1,16,14,1,2,3,4,4,3,4,5,5,6,7,8,3,4,3,5,3,5,0.166666667,2,3,5,0.244444444,2,3742,-40,14506,"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)","Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",1,3,4,3,4,4,3,4,4,4,4,6,7,8,6,8,8,7,8,8,8,8,1,1,0.000957953,0.000969,0.00086,0.00081,0.001126,0.001204491,0.001092811,0.001025973,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.899577289,0.79989544,0.799435219,0.799437349,0.484898621,0.001001689,1.03E-07,0.997432241,0.998416528,4.11E-14,0.999381237,0.000546896,0,0,0,0,0,0,1,1,1,1,0.891684941,0.791345758,0.78088593,0.785020611,0.433796734,0.001001743,1.04E-07,0.997491513,0.998414546,4.12E-14,0.999375617,0.000546679,1,0,0,1,0,0,1,1,1,1,0,2,0,0,1
16,15,0,1,0,3,5,6,0.002706842,0.071606739,0.010026511,0.915659907,0.000977198,0.101048593,0.101531796,0.796442413,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,1,3,1,16,15,1,2,3,4,1,3,2,5,5,6,7,8,4,4,3,5,1,5,1.060606061,4,3,5,0.166666667,2,3803,19625,23788,Scuola secondaria di 1Âº grado (Licenza media),"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",2,3,4,2,4,4,2,4,4,4,4,6,7,8,6,8,8,7,8,8,8,8,1,1,0.000957953,0.000969,0.00086,0.00081,0.001126,0.001204491,0.001092811,0.001025973,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.899193323,0.799722883,0.799169438,0.799178538,0.487675641,0.003100637,5.13E-06,0.995334411,0.996018099,4.45E-11,0.998263016,0.001665198,0,0,0,0,0,0,1,1,1,1,0.891684941,0.791345758,0.78088593,0.785020611,0.433796734,0.003100356,5.15E-06,0.995393929,0.996014586,4.46E-11,0.998255347,0.001667037,1,0,0,1,0,0,1,1,1,0,0,4,1,1,1
17,4,1,0,1,3,5,4,0.101048593,0.000977198,0.101531796,0.796442413,0.071606739,0.010026511,0.915659907,0.002706842,0,1,0,0,1,0,6,0,1,0,0,0,1,1,0,0,3,1,17,4,1,2,3,4,2,2,3,5,5,6,7,8,4,3,5,1,2,5,0.666666667,3,1,5,0.897435897,4,3592,11429,14269,Scuola secondaria di 1Âº grado (Licenza media),Scuola primaria (Licenza elementare),1,1,4,3,4,4,3,4,4,4,4,5,7,5,7,6,7,7,5,7,7,7,0,0,0.000306152,0.000351,0.000308,0.000275,0.000352,0.000455359,0.000410313,0.000367235,1,1,0.000958,0.000969,0.00086,0.00081,0.001126,0.001204,0.001093,0.001026,1,0.897329824,0.799491871,0.798115904,0.798127017,0.408850438,0.002880919,7.35E-07,0.995555957,0.998415897,1.07E-12,0.998395724,0.00153248,1,0,0,1,0,0,1,1,1,0,0.891494905,0.799153601,0.79767892,0.773250751,0.540876282,0.002881044,7.38E-07,0.995615047,0.998413912,1.07E-12,0.99838901,0.001533363,0,0,0,0,0,0,1,1,1,2,0,0,0,1,1
17,5,3,9,0,3,5,6,0.365401124,0.000903428,0.000574131,0.633121317,0.20337756,0.14968611,0.264263152,0.382673178,0,1,0,1,0,0,4,0,1,0,0,0,1,1,0,0,3,1,17,5,1,2,3,4,4,1,1,5,5,6,7,8,5,4,4,4,1,5,1.545454545,4,4,5,0.058823529,1,3618,13939,18109,Laurea specialistica,"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",1,1,1,2,4,4,1,4,4,4,4,5,5,5,7,8,8,7,6,8,7,8,5,4,0.264142056,0.264142,0.264142,0.264142,0.269542,0.269541779,0.269541779,0.269541779,1,1,0.002905,0.003386,0.003071,0.003098,0.003666,0.004387,0.00408,0.004118,3,0.88774417,0.794588364,0.786851051,0.786917877,0.489365614,0.728855345,0.003106264,0.270717945,0.991022151,1.19E-06,0.505531695,0.494430763,2,1,0,2,1,0,1,1,1,9,0.228233709,0.432326146,0.315465916,0.394749633,0.207341777,0.728766835,0.00312625,0.270822451,0.990998134,1.20E-06,0.500367686,0.499592206,5,1,2,4,1,1,1,1,0,1,0,7,1,0,1
17,6,0,0,1,3,5,4,0.071606739,0.915659907,0.010026511,0.002706842,0.010026511,0.915659907,0.071606739,0.002706842,0,0,1,0,1,0,8,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17,6,1,2,3,4,4,5,3,4,5,6,7,8,3,5,4,3,3,5,0.166666667,2,3,5,0.244444444,2,3709,13243,13634,"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)","Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",2,1,1,2,2,3,2,2,1,2,2,6,7,5,6,6,7,6,6,7,6,6,0,0,0.000306152,0.000351,0.000308,0.000275,0.000352,0.000455359,0.000410313,0.000367235,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.89920837,0.799527005,0.797852205,0.779980765,0.5011577,1,0.99999966,3.51E-14,5.39E-11,0.999042559,5.05E-16,0.000957441,0,0,0,0,0,0,1,1,1,0,0.897355818,0.798026291,0.797209173,0.797269583,0.508980094,1,0.999999663,3.51E-14,5.32E-11,0.999042646,5.41E-16,0.000957354,0,0,0,0,0,0,1,1,1,3,1,1,0,0,1
17,7,0,6,0,3,5,6,0.071606739,0.010026511,0.915659907,0.002706842,0.11846886,0.209976821,0.16847769,0.50307663,0,0,1,0,0,1,6,0,1,1,0,0,1,0,0,1,2,1,17,7,1,2,3,4,4,4,5,2,5,6,7,8,2,3,5,5,2,5,0.422222222,3,2,5,0.6,3,NaN,NaN,NaN,,,1,3,1,3,2,3,3,1,3,3,3,5,5,8,7,8,8,7,8,8,6,8,3,2,0.007575165,0.042593,0.056122,0.056122,0.00767,0.044634694,0.058929956,0.058929956,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.898757351,0.79851284,0.798270561,0.798270295,0.500033341,1,0.994314664,8.82E-12,3.85E-05,9.57E-05,1.13E-10,0.999904254,0,0,0,0,0,0,1,1,1,6,0.508476659,0.67490188,0.623179442,0.664773733,0.328402556,1,0.994366922,8.84E-12,3.79E-05,9.58E-05,1.10E-10,0.999904164,3,0,1,2,0,0,1,1,0,1,0,4,1,0,1
17,8,4,0,1,3,5,3,0.499254044,0.000745539,0.000497891,0.499502525,0.071606739,0.915659907,0.002706842,0.010026511,0,0,1,0,0,1,3,0,1,1,0,0,1,1,0,0,3,1,17,8,1,2,3,4,5,4,3,4,5,6,7,8,4,5,2,2,3,5,0.166666667,2,2,5,0.692307692,3,3631,15645,16151,Scuola secondaria di 1Âº grado (Licenza media),Scuola secondaria di 1Âº grado (Licenza media),1,1,1,2,4,4,1,1,4,4,4,6,5,5,6,6,8,6,6,5,6,6,0,0,0.000306152,0.000351,0.000308,0.000275,0.000352,0.000455359,0.000410313,0.000367235,2,2,0.002905,0.003386,0.003071,0.003098,0.003666,0.004387,0.00408,0.004118,4,0.823601956,0.777246226,0.755372008,0.755516413,0.489237855,0.998867437,0.26342532,0.00112959,0.594157789,5.96E-05,0.00473418,0.995205896,1,1,1,1,1,1,1,1,0,0,0.898982328,0.798860794,0.798608006,0.798633227,0.489002097,0.998865689,0.264780341,0.001131422,0.592925853,5.97E-05,0.004351388,0.995588617,0,0,0,0,0,0,1,1,1,2,0,1,0,0,1
17,9,0,0,0,3,5,5,0.010026511,0.002706842,0.071606739,0.915659907,0.002706842,0.915659907,0.071606739,0.010026511,0,0,1,1,0,0,3,0,1,1,1,0,0,0,0,1,5,1,17,9,1,2,3,4,3,1,2,5,5,6,7,8,2,5,5,3,1,5,1.060606061,4,2,5,0.6,3,NaN,NaN,NaN,,,1,3,4,3,4,4,3,4,4,4,4,6,7,8,6,6,7,6,6,7,6,6,0,0,0.000306152,0.000351,0.000308,0.000275,0.000352,0.000455359,0.000410313,0.000367235,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.899577289,0.79989544,0.799435219,0.799437349,0.484898621,0.001001689,1.03E-07,0.997432241,0.998416528,4.11E-14,0.999381237,0.000546896,0,0,0,0,0,0,1,1,1,0,0.890405861,0.796930365,0.79582644,0.795943657,0.50203661,0.001001743,1.04E-07,0.997491513,0.998414546,4.12E-14,0.999375617,0.000546679,0,0,0,0,0,0,1,1,1,2,1,1,0,0,1
17,10,0,2,1,3,5,7,0.071606739,0.002706842,0.010026511,0.915659907,0.068357878,0.110330007,0.710982107,0.110330007,0,0,1,1,0,0,4,0,1,1,0,0,1,0,0,1,3,1,17,10,1,2,3,4,5,4,3,5,5,6,7,8,2,4,5,3,3,5,0.215686275,2,2,5,0.476190476,3,3686,12658,15052,"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",Scuola secondaria di 1Âº grado (Licenza media),1,1,4,3,4,4,1,4,4,4,4,6,7,5,7,6,7,7,8,7,7,7,2,1,0.002016214,0.002034,0.00187,0.001831,0.002227,0.002320115,0.002151938,0.002087662,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.898888497,0.799350397,0.797684547,0.797696998,0.460720507,0.009961383,6.25E-06,0.988480558,0.994103904,3.35E-11,0.994769874,0.00515859,0,0,0,0,0,0,1,1,1,2,0.870623002,0.79583074,0.769152963,0.769287175,0.452715286,0.009961122,6.28E-06,0.988539714,0.994099714,3.35E-11,0.994760075,0.005162581,2,0,0,1,0,0,1,1,1,3,1,2,0,0,1
17,11,0,9,1,3,5,6,0.010026511,0.071606739,0.002706842,0.915659907,0.133956952,0.377904325,0.35418177,0.133956952,0,0,1,0,0,1,6,0,1,1,1,0,0,0,0,1,3,1,17,11,1,2,3,4,4,5,4,5,5,6,7,8,4,5,5,5,4,5,0.074074074,1,4,5,0.052631579,1,3760,12254,13337,"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",Scuola secondaria di 1Âº grado (Licenza media),2,1,4,2,4,4,2,4,4,4,4,6,7,8,6,6,8,6,6,5,7,7,5,3,0.048476706,0.048477,0.048477,0.048477,0.050972,0.050971557,0.050971557,0.050971557,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.898945751,0.799546248,0.79870335,0.798719681,0.487580712,0.008882612,3.65E-05,0.989561513,0.995986828,1.16E-09,0.995271699,0.004656729,0,0,0,0,0,0,1,1,1,9,0.252775442,0.58839293,0.378786778,0.398680073,0.237991208,0.008881712,3.67E-05,0.989621305,0.9959832,1.16E-09,0.99525624,0.004666376,4,2,2,2,1,1,1,1,0,2,0,5,0,0,0
17,12,0,7,0,3,5,7,0.071606739,0.002706842,0.010026511,0.915659907,0.000332971,0.499866797,0.249941714,0.249858518,0,0,1,0,0,1,3,0,1,1,0,0,1,0,0,1,2,1,17,12,1,2,3,4,4,2,3,5,5,6,7,8,1,5,4,3,2,5,0.476190476,3,1,5,0.897435897,4,3761,NaN,NaN,Scuola secondaria di 1Âº grado (Licenza media),Scuola secondaria di 1Âº grado (Licenza media),1,1,4,3,4,4,1,4,4,4,4,6,7,8,7,8,8,6,6,7,6,6,3,3,0.050472327,0.050472,0.050472,0.050472,0.061277,0.06127748,0.06127748,0.06127748,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.898888497,0.799350397,0.797684547,0.797696998,0.460720507,0.009961383,6.25E-06,0.988480558,0.994103904,3.35E-11,0.994769874,0.00515859,0,0,0,0,0,0,1,1,1,7,0.476256221,0.687361411,0.652936219,0.659611889,0.340192421,0.009961122,6.28E-06,0.988539714,0.994099714,3.35E-11,0.994760075,0.005162581,5,2,0,4,1,0,1,1,1,0,0,1,0,1,1
17,13,0,1,0,3,5,7,0.010026511,0.002706842,0.915659907,0.071606739,0.101048593,0.796442413,0.000977198,0.101531796,0,0,1,1,0,0,3,0,1,1,0,0,1,1,0,0,3,1,17,13,1,2,3,4,4,3,5,4,5,6,7,8,3,5,3,4,3,5,0.166666667,2,3,5,0.244444444,2,3656,15142,16046,"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",Laurea triennale,1,3,4,3,4,3,3,4,3,3,3,6,5,5,6,6,8,6,6,8,6,6,1,1,0.000957953,0.000969,0.00086,0.00081,0.001126,0.001204491,0.001092811,0.001025973,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.899139591,0.799278768,0.798844663,0.798844701,0.499884689,0.999894295,0.004136977,9.48E-05,0.216870435,3.87E-09,0.000442304,0.999555715,0,0,0,0,0,0,1,1,1,1,0.891960819,0.795389123,0.794366344,0.79452068,0.420096885,0.999894436,0.004163583,9.48E-05,0.215901947,3.88E-09,0.000460444,0.999537258,1,0,0,1,0,0,1,1,1,1,0,2,0,0,1
18,5,0,0,1,3,5,7,0.071606739,0.915659907,0.010026511,0.002706842,0.071606739,0.915659907,0.010026511,0.002706842,0,1,0,0,1,0,2,0,0,0,0,0,1,1,0,0,3,1,18,5,1,2,3,4,4,5,2,1,5,6,7,8,4,5,3,2,1,5,1.111111111,4,2,5,0.476190476,3,2302,13741,14793,"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)","Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",2,1,1,2,2,3,2,2,1,2,2,6,5,5,6,6,7,6,6,5,6,6,0,0,0.000306152,0.000351,0.000308,0.000275,0.000352,0.000455359,0.000410313,0.000367235,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.89920837,0.799527005,0.797852205,0.779980765,0.5011577,1,0.99999966,3.51E-14,5.39E-11,0.999042559,5.05E-16,0.000957441,0,0,0,0,0,0,1,1,1,0,0.898268869,0.798118492,0.797944825,0.797978569,0.485760921,1,0.999999663,3.51E-14,5.32E-11,0.999042646,5.41E-16,0.000957354,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
18,6,0,0,0,3,5,6,0.071606739,0.002706842,0.010026511,0.915659907,0.071606739,0.915659907,0.010026511,0.002706842,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,3,1,18,6,1,2,3,4,5,3,4,5,5,6,7,8,5,5,5,5,3,5,0.215686275,2,5,5,0,0,3613,15304,16979,Scuola secondaria di 1Âº grado (Licenza media),Scuola secondaria di 1Âº grado (Licenza media),1,1,4,3,4,4,1,4,4,4,4,6,5,5,6,6,7,6,6,5,6,6,0,0,0.000306152,0.000351,0.000308,0.000275,0.000352,0.000455359,0.000410313,0.000367235,0,0,0.000306,0.000351,0.000308,0.000275,0.000352,0.000455,0.00041,0.000367,0,0.898888497,0.799350397,0.797684547,0.797696998,0.460720507,0.009961383,6.25E-06,0.988480558,0.994103904,3.35E-11,0.994769874,0.00515859,0,0,0,0,0,0,1,1,1,0,0.898268869,0.798118492,0.797944825,0.797978569,0.485760921,0.009961122,6.28E-06,0.988539714,0.994099714,3.35E-11,0.994760075,0.005162581,0,0,0,0,0,0,1,1,1,1,0,6,0,0,0
18,7,4,5,1,3,5,7,0.499254044,0.499502525,0.000497891,0.000745539,0.169381669,0.347155361,0.483113246,0.000349724,0,1,0,0,1,0,4,0,0,0,0,0,1,1,0,0,4,1,18,7,1,2,3,4,5,4,2,3,5,6,7,8,3,4,4,2,2,5,0.476190476,3,2,4,0.282051282,2,3525,12970,15133,"Scuola secondaria di 2Âº grado (diploma di istruzione liceale, diploma di istruzione tecnica, diploma di istruzione professionale)",Scuola secondaria di 1Âº grado (Licenza media),1,1,1,2,2,4,2,1,1,2,2,6,7,5,7,6,7,7,6,5,7,6,2,2,0.009315631,0.010101,0.009699,0.011409,0.011178,0.012376918,0.012055149,0.014129339,2,2,0.002905,0.003386,0.003071,0.003098,0.003666,0.004387,0.00408,0.004118,4,0.845015709,0.787126831,0.784533887,0.779590125,0.497679715,1,0.999992208,1.13E-12,1.50E-09,0.993448661,9.31E-14,0.006551339,1,1,1,1,1,1,1,1,0,5,0.810561889,0.78441005,0.716776365,0.715898452,0.495569332,1,0.999992267,1.14E-12,1.49E-09,0.993449597,8.84E-14,0.006550403,1,1,2,1,1,1,1,1,0,1,0,1,0,0,0
