group,id_spec,WARP1,rho14_pencilsFINAL,WARP2,rho14_pensFINAL,rhoIND_pencils,rhoIND_pens
39,6,8,0.451696278008856,4,0.796169260641079,0.6130662266208,0.814093095260785
39,7,0,0.97138878517665,4,0.815305423966009,0.999999999909092,0.814093088544851
39,8,8,0.452183079711329,8,0.350496876085405,0.613066226472517,0.613066226453156
39,9,0,0.993557287700949,3,0.87800424135807,0.999999999909092,0.908228625535236
39,10,3,0.891413142297751,0,0.98127233043975,0.908228625535718,0.999999999909092
39,11,0,0.992165809892573,12,0.305292187324173,0.999999999909092,0.244680404579284
40,5,9,0.36553460389618,10,0.314068566645687,0.502203689763253,0.502203690361874
40,6,0,0.987242422474143,0,0.958193083755609,0.999999999909092,0.999999999909092
40,7,0,0.992165809892573,0,0.962275976728786,0.999999999909092,0.999999999909092
40,8,0,0.942345545201474,0,0.962275976728786,0.999999999909092,0.999999999909092
40,9,1,0.891495787665217,0,0.98127233043975,0.908228625549796,0.999999999909092
40,10,3,0.884008307535388,3,0.877298641319493,0.908228625534669,0.908228625557184
40,11,0,0.992165809892573,3,0.853584739554869,0.999999999909092,0.908228625534863
