group,id_spec,WARP1,rho14_pencilsFINAL,WARP2,rho14_pensFINAL,rhoIND_pencils,rhoIND_pens
40,12,0,0.973344884011327,0,0.945305206464669,0.999999999909092,0.999999999909092
40,13,0,0.973344884011327,0,0.971138636935973,0.999999999909092,0.999999999909092
40,14,0,0.961383072339255,5,0.593882643316045,0.999999999909092,0.716283695282745
40,15,12,0.335290425316157,8,0.366328130046376,0.244680404680812,0.613066226474109
41,6,6,0.610915533355762,6,0.364586497861345,0.716283689544305,0.716283695240536
41,7,0,0.959001113457524,0,0.98127233043975,0.999999999909092,0.999999999909092
41,8,12,0.335093124016122,0,0.951916002090914,0.380748386119085,0.999999999909092
41,9,5,0.736467138339865,7,0.395920653926156,0.81409309528438,0.716283695241271
41,10,0,0.961383072339255,0,0.958193083755609,0.999999999909092,0.999999999909092
41,11,2,0.838026235564965,0,0.941312147460941,0.814093095204682,0.999999999909092
41,12,3,0.884008307535388,3,0.877695297052886,0.908228625534669,0.908228625474689
41,13,0,0.992963686154768,3,0.87800424135807,0.999999999909092,0.908228625535236
41,14,0,0.961383072339255,0,0.971138636935973,0.999999999909092,0.999999999909092
41,15,0,0.961383072339255,3,0.877369963636854,0.999999999909092,0.908228625555498
41,16,0,0.981746581716539,1,0.890194848182062,0.999999999909092,0.908228617867616
41,17,3,0.921725523308498,10,0.309491498019845,0.90822862548416,0.502203689678009
42,2,0,0.923582992284207,7,0.541083908430749,0.999999999909092,0.716283695299264
42,3,0,0.959001113457524,5,0.795644609880921,0.999999999909092,0.814093095253241
42,4,0,0.961383072339255,0,0.975569797357615,0.999999999909092,0.999999999909092
42,5,0,0.973344884011327,0,0.971138636935973,0.999999999909092,0.999999999909092
42,6,0,0.992963686154768,1,0.884928342031463,0.999999999909092,0.908228618546045
42,7,0,0.992165809892573,0,0.971138636935973,0.999999999909092,0.999999999909092
42,8,4,0.826547384270592,3,0.879820794443824,0.814093095262804,0.908228617876814
42,9,0,0.973344884011327,0,0.906533111465715,0.999999999909092,0.999999999909092
42,10,0,0.992165809892573,8,0.341485229952935,0.999999999909092,0.613066226371512
42,11,0,0.961383072339255,0,0.971138636935973,0.999999999909092,0.999999999909092
42,12,0,0.973344884011327,3,0.879035810981363,0.999999999909092,0.908228618538361
42,13,0,0.987242422474143,0,0.972349424850074,0.999999999909092,0.999999999909092
43,2,0,0.973344884011327,0,0.971138636935973,0.999999999909092,0.999999999909092
43,3,0,0.985051558315728,7,0.509618881823525,0.999999999909092,0.71628369528405
43,4,0,0.969026472217586,0,0.941312147460941,0.999999999909092,0.999999999909092
43,5,0,0.993227736435248,0,0.971138636935973,0.999999999909092,0.999999999909092
43,6,5,0.822275760818304,7,0.363595085455147,0.814093095229426,0.613066224423334
44,1,0,0.993621170752326,1,0.883076265659641,0.999999999909092,0.908228625549357
44,2,0,0.973344884011327,0,0.98798844522417,0.999999999909092,0.999999999909092
44,3,0,0.987242422474143,0,0.931067207090611,0.999999999909092,0.999999999909092
44,4,0,0.942345545201474,0,0.971138636935973,0.999999999909092,0.999999999909092
44,5,0,0.977367712356649,0,0.906533111465715,0.999999999909092,0.999999999909092
44,6,0,0.97138878517665,0,0.945305206464669,0.999999999909092,0.999999999909092
44,7,1,0.887551082977315,8,0.33806567150745,0.908228618526278,0.61306622252187
44,8,6,0.423428748132169,6,0.409592508942106,0.716283695356266,0.613066222523192
44,9,0,0.971101873926137,0,0.912826099740809,0.999999999909092,0.999999999909092
44,10,0,0.942345545201474,3,0.87567443738934,0.999999999909092,0.908228625537119
44,11,3,0.88510740740858,3,0.877298641319493,0.908228618538516,0.908228625557184
44,13,0,0.989726339947843,4,0.79945457941596,0.999999999909092,0.814093095260895
44,14,0,0.969026472217586,0,0.941312147460941,0.999999999909092,0.999999999909092
44,15,0,0.969026472217586,0,0.958193083755609,0.999999999909092,0.999999999909092
44,16,0,0.969026472217586,0,0.98127233043975,0.999999999909092,0.999999999909092
44,17,0,0.992680257783382,0,0.98127233043975,0.999999999909092,0.999999999909092
45,2,0,0.987242422474143,7,0.476656304914483,0.999999999909092,0.716283695247523
45,3,11,0.336086580449111,1,0.878437064064673,0.380748386106675,0.908228625520419
45,4,2,0.838015639091515,0,0.989977970069886,0.814093095206865,0.999999999909092
45,5,0,0.992680257783382,0,0.903004304070695,0.999999999909092,0.999999999909092
45,6,0,0.973344884011327,1,0.883043331491735,0.999999999909092,0.908228625550088
45,7,0,0.992680257783382,0,0.892800830317269,0.999999999909092,0.999999999909092
45,8,0,0.969026472217586,0,0.98127233043975,0.999999999909092,0.999999999909092
45,9,0,0.97138878517665,2,0.831875618289007,0.999999999909092,0.814093095204682
45,10,1,0.892598243996601,3,0.873926811880691,0.908228625549582,0.908228625533481
45,11,0,0.97138878517665,0,0.975569797357615,0.999999999909092,0.999999999909092
46,1,3,0.882495790917707,10,0.306227463935613,0.90822862547472,0.380748388581709
46,2,0,0.992963686154768,0,0.966620999076973,0.999999999909092,0.999999999909092
46,3,0,0.993354683721735,0,0.98127233043975,0.999999999909092,0.999999999909092
46,4,9,0.33942140229524,3,0.87800424135807,0.613066226395904,0.908228625535236
46,5,0,0.97138878517665,0,0.951916002090914,0.999999999909092,0.999999999909092
46,6,0,0.985051558315728,1,0.881123210615856,0.999999999909092,0.9082286255663
46,7,0,0.969026472217586,0,0.893581779835193,0.999999999909092,0.999999999909092
46,8,0,0.973344884011327,0,0.931067207090611,0.999999999909092,0.999999999909092
47,1,0,0.985051558315728,1,0.881364066913005,0.999999999909092,0.908228625549227
47,2,0,0.961383072339255,0,0.98798844522417,0.999999999909092,0.999999999909092
47,3,5,0.675099216326234,10,0.314807396593734,0.814093095236162,0.502203679223915
47,4,0,0.973344884011327,10,0.311589799785703,0.999999999909092,0.502203689696052
47,5,10,0.339237474986077,10,0.313972986331364,0.502203679806753,0.502203689652715
47,6,5,0.841053066462324,8,0.392575211861447,0.814093095325466,0.613066222572979
47,7,0,0.97138878517665,0,0.946274514345772,0.999999999909092,0.999999999909092
47,8,3,0.88472784286133,10,0.311868424814799,0.908228625537293,0.50220368001584
47,9,0,0.969026472217586,9,0.309040150439633,0.999999999909092,0.502203679290028
47,10,4,0.848611192913399,4,0.822834068930434,0.814093095257369,0.814093095317744
47,11,8,0.345895126936655,7,0.401770560399473,0.613066222756959,0.613066224546512
47,12,8,0.335112040333102,12,0.305208818763678,0.502203679253994,0.244680405028963
47,13,0,0.981746581716539,0,0.98798844522417,0.999999999909092,0.999999999909092
47,14,11,0.338997849095809,8,0.309915722290556,0.38074838760404,0.50220368983257
47,15,12,0.335355517922421,9,0.311059472448694,0.244680405171867,0.502203689717593
47,16,4,0.848611192913399,9,0.309354937278098,0.814093095257369,0.502203679165641
47,19,8,0.33661150061853,11,0.306536700533823,0.613066226439291,0.380748392185916
47,20,7,0.512681452876638,8,0.509367082503345,0.716283695365406,0.716283695279173
48,2,4,0.813743843022262,0,0.989977970069886,0.814093095333616,0.999999999909092
48,3,4,0.851629704472447,3,0.879488552059811,0.814093095279654,0.908228618536135
48,4,4,0.827203386850857,1,0.875911023930792,0.814093095265183,0.908228618546506
48,5,0,0.985051558315728,0,0.98798844522417,0.999999999909092,0.999999999909092
48,6,11,0.336953580017629,9,0.310847899930825,0.502203684426641,0.502203680045603
48,7,5,0.399018263596727,0,0.893581779835193,0.716283695311592,0.999999999909092
48,8,9,0.335849041620847,4,0.790683130670229,0.50220368970268,0.814093095262422
48,9,8,0.337612127286896,9,0.347335202893076,0.502203681775035,0.613066226409808
48,10,12,0.335419332478694,10,0.353678121635943,0.244680404530072,0.613066222487938
49,35,0,0.987242422474143,0,0.946274514345772,0.999999999909092,0.999999999909092
49,65,11,0.33543385500891,9,0.316077674318149,0.380748391447223,0.502203679787338
49,67,8,0.335282183147918,8,0.310967470868627,0.502203689705433,0.502203680137052
49,72,9,0.361793756025765,12,0.305288631967026,0.502203679992191,0.244680405066654
49,82,0,0.992963686154768,0,0.971138636935973,0.999999999909092,0.999999999909092
49,89,3,0.884013365274912,6,0.512028625462288,0.908228618536135,0.716283692451172
49,90,11,0.337181891485834,3,0.879854294271472,0.380748386042872,0.908228625536095
49,94,9,0.381426000492345,7,0.516437490034861,0.613066226394575,0.716283695226206
49,97,6,0.365986607806178,10,0.306043619094563,0.716283695358944,0.502203679278582
49,98,8,0.432200664385314,12,0.305236818139065,0.613066226417874,0.380748394214725
50,1,10,0.338351647708085,8,0.34233898263711,0.502203690367442,0.61306622639844
50,2,2,0.585535949586602,0,0.966620999076973,0.814093095279215,0.999999999909092
50,3,0,0.961383072339255,0,0.946274514345772,0.999999999909092,0.999999999909092
50,4,7,0.408991763978101,6,0.369849820606665,0.613066226671257,0.613066226422107
50,5,10,0.372998217356668,12,0.305771898391168,0.502203689846838,0.380748386062659
50,6,7,0.348646421538038,7,0.386319989366808,0.61306622662547,0.716283695259
50,7,3,0.882495790917707,3,0.877298641319493,0.90822862547472,0.908228625557184
50,9,6,0.336649819689906,8,0.553859997626757,0.716283695373114,0.716283695261966
50,11,10,0.351294954142043,9,0.317487395251135,0.502203679948899,0.502203690371783
50,12,0,0.987242422474143,6,0.371132979809232,0.999999999909092,0.613066224560059
50,13,11,0.335240998402995,0,0.912826099740809,0.38074839046023,0.999999999909092
50,14,10,0.335175669525437,10,0.306099530321216,0.380748387903831,0.380748386142193
50,16,2,0.809884204427939,6,0.382382698640361,0.814093095207152,0.716283689484662
50,17,0,0.985051558315728,1,0.875242394316872,0.999999999909092,0.908228625463256
50,18,0,0.987242422474143,8,0.346149447128532,0.999999999909092,0.613066226420189
50,20,3,0.867727353496704,1,0.881692275637041,0.908228625537627,0.908228625483447
50,21,6,0.350372642421677,1,0.888610787452407,0.716283695283907,0.90822862555007
51,1,10,0.350468399140914,6,0.60457829114649,0.502203679241699,0.71628369536541
51,2,11,0.337327825059121,7,0.311379697218539,0.380748390148435,0.502203679915353
51,3,10,0.336784933813844,10,0.326476900340024,0.380748391409137,0.613066222495712
51,4,12,0.335368154437954,10,0.307480751335673,0.244680404866614,0.502203679113483
51,5,10,0.337940046538114,12,0.305143903042244,0.380748386131846,0.24468040496525
51,6,11,0.335198769292965,8,0.313400042767069,0.380748384311213,0.502203689839771
51,7,1,0.891259846710971,10,0.311532226268021,0.908228617866981,0.5022036903644
51,8,6,0.699022636017431,6,0.789553822878086,0.716283689535064,0.814093095251726
51,9,3,0.882468804951007,11,0.305994595304401,0.9082286254745,0.380748391444381
51,10,1,0.89205303033867,8,0.366297047812057,0.908228625565454,0.613066222749714
51,11,0,0.961383072339255,4,0.668516071045043,0.999999999909092,0.814093095257594
51,12,0,0.961383072339255,0,0.966620999076973,0.999999999909092,0.999999999909092
51,13,6,0.443308858460303,5,0.785703535878358,0.716283689529164,0.814093095237351
51,15,11,0.335395460116018,12,0.306594170049162,0.380748387897797,0.380748386118863
51,16,0,0.973344884011327,2,0.835986263372042,0.999999999909092,0.814093095204449
51,17,4,0.829015773247841,6,0.528107206466321,0.814093095258009,0.716283695326612
51,18,0,0.989726339947843,5,0.680412326983917,0.999999999909092,0.814093095230762
51,19,0,0.992320879285172,6,0.785635205832987,0.999999999909092,0.814093095308998
52,5,1,0.892598243996601,2,0.831875618289007,0.908228625549582,0.814093095204682
52,6,0,0.97138878517665,0,0.975569797357615,0.999999999909092,0.999999999909092
52,7,1,0.891259846710971,4,0.834470634325636,0.908228617866981,0.814093095260057
52,8,0,0.961383072339255,0,0.966620999076973,0.999999999909092,0.999999999909092
52,9,0,0.971101873926137,0,0.903004304070695,0.999999999909092,0.999999999909092
52,10,5,0.725705153856893,3,0.879914289353816,0.814093095255274,0.908228618538516
52,11,12,0.334894236056427,11,0.310287872491563,0.380748384392521,0.502203679214754
52,12,0,0.959001113457524,2,0.831875618289007,0.999999999909092,0.814093095204682
52,13,1,0.884717161470259,5,0.638956329521021,0.908228618527078,0.7162836953713
52,14,0,0.97138878517665,1,0.877976382568938,0.999999999909092,0.908228625463454
52,15,11,0.335532171605932,11,0.305278460401522,0.380748384426362,0.244680404406358
52,16,1,0.882452154667099,4,0.806042824293208,0.908228625550161,0.814093095261602
52,17,4,0.848485284353664,4,0.822279809524015,0.814093095317744,0.814093088541205
52,18,10,0.336497256128233,10,0.312182450334923,0.380748390132513,0.502203689709092
52,19,0,0.992963686154768,0,0.912826099740809,0.999999999909092,0.999999999909092
53,1,9,0.451640850758426,10,0.315966118341743,0.613066226465643,0.50220368983257
53,2,0,0.969026472217586,2,0.833021521518579,0.999999999909092,0.814093095206576
53,3,1,0.888084358459175,7,0.553767875255095,0.908228625549227,0.716283695320473
53,4,0,0.97138878517665,1,0.881692275637041,0.999999999909092,0.908228625483447
53,5,0,0.982171935287719,1,0.881692275637041,0.999999999909092,0.908228625483447
53,6,9,0.337172765654222,10,0.30552942548766,0.50220368962224,0.380748386126117
53,9,4,0.723090171930579,0,0.906533111465715,0.814093095261602,0.999999999909092
53,10,3,0.882468804951007,8,0.34373459752613,0.9082286254745,0.613066226609563
53,11,0,0.987242422474143,0,0.966620999076973,0.999999999909092,0.999999999909092
53,12,9,0.350179764136325,9,0.31091474914416,0.502203680143721,0.502203679090129
53,13,10,0.33737880426674,8,0.315764133355777,0.502203679260295,0.502203679236726
53,14,7,0.44043442318917,7,0.329233959293384,0.716283695284129,0.716283695293152
53,15,11,0.352239726957082,11,0.310801067181336,0.50220369038476,0.502203689656799
53,18,6,0.699414276259227,8,0.366120137966525,0.716283692460942,0.613066222751308
54,7,0,0.97138878517665,3,0.878791819800611,0.999999999909092,0.908228625535063
54,10,1,0.885955430258244,3,0.845298529400315,0.908228625565967,0.908228618538108
54,12,12,0.3351555922074,9,0.347181383771638,0.244680405105968,0.613066226381029
54,13,1,0.890228682458527,2,0.829582609848724,0.908228625549558,0.814093095279356
54,14,9,0.336097019664875,11,0.306878090615762,0.38074838601937,0.380748383855239
54,16,0,0.993621170752326,3,0.874178458861018,0.999999999909092,0.90822862553436
54,18,0,0.977367712356649,0,0.893581779835193,0.999999999909092,0.999999999909092
54,19,0,0.97138878517665,0,0.892800830317269,0.999999999909092,0.999999999909092
54,20,7,0.33553128931257,8,0.307977656600241,0.613066226666594,0.502203689644883
54,21,8,0.341392138865707,12,0.305251215259069,0.502203679152993,0.244680404454561
54,22,0,0.961383072339255,1,0.880453884399469,0.999999999909092,0.908228625550338
54,23,0,0.989726339947843,0,0.971138636935973,0.999999999909092,0.999999999909092
54,24,0,0.982171935287719,0,0.946274514345772,0.999999999909092,0.999999999909092
55,1,0,0.992165809892573,3,0.870905157217648,0.999999999909092,0.908228625534814
55,2,3,0.891450447792923,0,0.892800830317269,0.90822861853621,0.999999999909092
55,3,1,0.882452154667099,2,0.80216963839174,0.908228625550161,0.814093095205925
55,4,0,0.973344884011327,0,0.951916002090914,0.999999999909092,0.999999999909092
55,5,1,0.876403560633885,0,0.951916002090914,0.90822862552139,0.999999999909092
55,6,0,0.959001113457524,5,0.75050016530308,0.999999999909092,0.814093095287931
55,7,0,0.973344884011327,0,0.946274514345772,0.999999999909092,0.999999999909092
55,8,0,0.961383072339255,1,0.876032999772702,0.999999999909092,0.908228618526278
55,9,0,0.987242422474143,0,0.959032229626891,0.999999999909092,0.999999999909092
55,10,3,0.853654815094519,4,0.815506981079153,0.908228625535466,0.814093095329623
55,11,0,0.942345545201474,0,0.945305206464669,0.999999999909092,0.999999999909092
55,12,1,0.889794998076663,0,0.958193083755609,0.908228625550338,0.999999999909092
56,10,1,0.888084358459175,0,0.958193083755609,0.908228625549227,0.999999999909092
56,11,0,0.961383072339255,1,0.865419183026243,0.999999999909092,0.908228625464289
56,12,3,0.879381500212194,6,0.802643602305562,0.908228618537805,0.814093095322839
56,13,8,0.414748801723754,9,0.314676030203059,0.613066222775649,0.502203679903654
56,14,0,0.961383072339255,2,0.829582609848724,0.999999999909092,0.814093095279356
56,15,1,0.893408796306472,4,0.788669083457351,0.908228618545451,0.814093095307726
56,16,1,0.876403560633885,1,0.884638414908322,0.90822862552139,0.908228625565967
56,18,1,0.887551082977315,8,0.322734238707397,0.908228618526278,0.613066226365693
56,19,7,0.427814981117336,11,0.310585252932248,0.716283692450773,0.502203689704541
56,20,0,0.942345545201474,0,0.966620999076973,0.999999999909092,0.999999999909092
56,21,0,0.961383072339255,3,0.849692247755313,0.999999999909092,0.908228625536221
56,22,0,0.993354683721735,0,0.966620999076973,0.999999999909092,0.999999999909092
56,23,0,0.942345545201474,0,0.972349424850074,0.999999999909092,0.999999999909092
56,24,0,0.97138878517665,10,0.310164971191042,0.999999999909092,0.502203690381831
56,25,10,0.336906756948705,10,0.305833294437251,0.502203689862308,0.380748384369052
56,26,8,0.36998276750761,1,0.866386832019434,0.61306622640685,0.90822862546354
57,4,0,0.987242422474143,0,0.966620999076973,0.999999999909092,0.999999999909092
57,5,2,0.803095975634284,0,0.98127233043975,0.814093095206576,0.999999999909092
57,6,0,0.992963686154768,0,0.975569797357615,0.999999999909092,0.999999999909092
57,7,0,0.981746581716539,0,0.98127233043975,0.999999999909092,0.999999999909092
57,8,0,0.97138878517665,0,0.98930925187466,0.999999999909092,0.999999999909092
57,9,0,0.989726339947843,0,0.966620999076973,0.999999999909092,0.999999999909092
57,10,8,0.33949735829504,9,0.314947723488585,0.502203679090129,0.50220369037032
57,11,0,0.985051558315728,3,0.879254789974856,0.999999999909092,0.908228617878594
57,12,9,0.338983191537629,1,0.892081844584817,0.380748386111684,0.908228617866981
57,13,3,0.882777740712141,3,0.870703573935158,0.908228625555498,0.908228625474673
57,14,0,0.985051558315728,0,0.945305206464669,0.999999999909092,0.999999999909092
57,15,11,0.335347610331783,5,0.773440994408199,0.244680405065891,0.814093095312245
57,16,3,0.884008307535388,0,0.958193083755609,0.908228625534669,0.999999999909092
57,17,0,0.97138878517665,6,0.779435381016338,0.999999999909092,0.814093088511012
58,7,0,0.985051558315728,7,0.548908094100452,0.999999999909092,0.716283695275483
58,9,0,0.993621170752326,0,0.972349424850074,0.999999999909092,0.999999999909092
58,11,0,0.987242422474143,0,0.966620999076973,0.999999999909092,0.999999999909092
58,13,0,0.992320879285172,0,0.966620999076973,0.999999999909092,0.999999999909092
58,16,0,0.971101873926137,4,0.822279809524014,0.999999999909092,0.814093095318203
58,17,0,0.961383072339255,0,0.971138636935973,0.999999999909092,0.999999999909092
58,18,2,0.748211279025423,0,0.946274514345772,0.814093095280358,0.999999999909092
58,19,0,0.981746581716539,0,0.98930925187466,0.999999999909092,0.999999999909092
58,20,3,0.86709551147813,0,0.945305206464669,0.90822861853846,0.999999999909092
58,21,0,0.985051558315728,7,0.506818526036363,0.999999999909092,0.716283692366077
58,23,0,0.973344884011327,1,0.883703734927031,0.999999999909092,0.908228625550186
58,24,5,0.509944326038826,0,0.98127233043975,0.716283689404303,0.999999999909092
58,25,0,0.961383072339255,1,0.883076265659641,0.999999999909092,0.908228625549357
59,5,0,0.987242422474143,7,0.628429401212926,0.999999999909092,0.716283691001454
59,6,0,0.961383072339255,3,0.87567443738934,0.999999999909092,0.908228625537119
59,7,0,0.985051558315728,0,0.951916002090914,0.999999999909092,0.999999999909092
59,8,0,0.97138878517665,0,0.966620999076973,0.999999999909092,0.999999999909092
59,9,8,0.364239870356514,9,0.32140981036722,0.613066222487487,0.50220368977852
59,10,0,0.973344884011327,0,0.951916002090914,0.999999999909092,0.999999999909092
59,11,1,0.891495787665217,3,0.874014232548934,0.908228625549796,0.90822862555813
59,12,0,0.973344884011327,0,0.951916002090914,0.999999999909092,0.999999999909092
59,13,0,0.987242422474143,0,0.946274514345772,0.999999999909092,0.999999999909092
59,14,0,0.973344884011327,0,0.951916002090914,0.999999999909092,0.999999999909092
59,15,1,0.89205303033867,0,0.951916002090914,0.908228625565454,0.999999999909092
59,16,12,0.334924481672805,11,0.314384545039614,0.244680405192427,0.502203679833946
60,7,8,0.358152471501495,1,0.883703734927031,0.613066226598581,0.908228625550186
60,14,0,0.987242422474143,0,0.958193083755609,0.999999999909092,0.999999999909092
60,18,0,0.973344884011327,8,0.3569236981277,0.999999999909092,0.613066226378923
60,19,9,0.338786468781117,8,0.341827880234462,0.613066222538948,0.61306622634171
60,24,1,0.891495787665217,0,0.906533111465715,0.908228625549796,0.999999999909092
60,34,0,0.985051558315728,0,0.931067207090611,0.999999999909092,0.999999999909092
60,36,0,0.97138878517665,0,0.98127233043975,0.999999999909092,0.999999999909092
60,37,0,0.961383072339255,0,0.912826099740809,0.999999999909092,0.999999999909092
60,39,0,0.942345545201474,4,0.85578291242074,0.999999999909092,0.814093095257502
60,40,0,0.992963686154768,0,0.971138636935973,0.999999999909092,0.999999999909092
60,47,0,0.959001113457524,0,0.971138636935973,0.999999999909092,0.999999999909092
60,49,9,0.356832480487142,12,0.30523339193259,0.502203690438907,0.244680404248805
60,55,0,0.977367712356649,4,0.75728943398441,0.999999999909092,0.814093095248891
60,56,0,0.993227736435248,2,0.811263356238167,0.999999999909092,0.814093095280545
60,57,0,0.969026472217586,4,0.697501186071924,0.999999999909092,0.81409309531604
60,58,4,0.845428312828958,0,0.971138636935973,0.814093095268726,0.999999999909092
61,6,0,0.97138878517665,3,0.879879577537996,0.999999999909092,0.908228618536381
61,7,0,0.973344884011327,5,0.799006508059762,0.999999999909092,0.814093095219113
61,8,0,0.973344884011327,4,0.789213678122165,0.999999999909092,0.814093095257369
61,9,0,0.97138878517665,0,0.975569797357615,0.999999999909092,0.999999999909092
61,10,0,0.982171935287719,1,0.880453884399469,0.999999999909092,0.908228625550338
61,11,0,0.993227736435248,3,0.873222760757396,0.999999999909092,0.908228618537542
61,12,0,0.97138878517665,0,0.931067207090611,0.999999999909092,0.999999999909092
61,13,0,0.97138878517665,3,0.879902015804785,0.999999999909092,0.908228625536981
61,14,0,0.977367712356649,1,0.886948570245382,0.999999999909092,0.908228625550161
61,15,1,0.887551082977315,4,0.816336239345887,0.908228618526278,0.814093095333902
61,16,0,0.961383072339255,0,0.912826099740809,0.999999999909092,0.999999999909092
61,17,4,0.764435097501459,0,0.958193083755609,0.814093095331156,0.999999999909092
61,18,0,0.977367712356649,0,0.946274514345772,0.999999999909092,0.999999999909092
61,19,0,0.973344884011327,5,0.619033888124713,0.999999999909092,0.716283695364348
61,20,0,0.97138878517665,0,0.946274514345772,0.999999999909092,0.999999999909092
61,21,2,0.838015639091515,1,0.886948570245382,0.814093095206865,0.908228625550161
62,3,5,0.429609320634205,8,0.319650177102702,0.716283695357344,0.613066222515126
62,4,0,0.969026472217586,5,0.853852795539921,0.999999999909092,0.81409309522339
62,5,6,0.350513192303358,5,0.499991425137148,0.716283695301329,0.716283690172779
62,6,0,0.987242422474143,3,0.883056187502997,0.999999999909092,0.908228625535079
62,7,11,0.335606366639006,12,0.305295143127412,0.380748388194876,0.244680405147605
62,8,5,0.819952858751709,1,0.883076265659641,0.814093095264669,0.908228625549357
62,10,3,0.885114730242009,7,0.468618404361417,0.908228625474713,0.716283695259085
62,11,9,0.345031588077413,7,0.550833115978511,0.502203679830551,0.716283695371887
63,4,6,0.338242542557019,7,0.494341916629299,0.716283695356075,0.71628369532074
63,5,0,0.961383072339255,0,0.912826099740809,0.999999999909092,0.999999999909092
63,8,0,0.987242422474143,7,0.408384166932507,0.999999999909092,0.716283695330142
63,10,10,0.338151612362376,9,0.366542452081223,0.380748390869352,0.613066222562317
63,11,0,0.985051558315728,1,0.886948570245382,0.999999999909092,0.908228625550161
63,12,11,0.33911958720325,10,0.306041161277275,0.502203685309294,0.380748386104801
63,13,5,0.695074160145577,3,0.873628868826367,0.716283689465001,0.908228625474245
63,14,8,0.431518419765119,12,0.30513950663307,0.613066226406995,0.244680404446043
63,15,0,0.942345545201474,0,0.966620999076973,0.999999999909092,0.999999999909092
64,2,0,0.992165809892573,3,0.878423033710814,0.999999999909092,0.908228625536664
64,3,11,0.336116199990776,12,0.305395839473583,0.380748386123838,0.244680404580781
64,4,1,0.930840285607309,0,0.951916002090914,0.908228625549753,0.999999999909092
64,5,9,0.352006654610432,5,0.574433079869089,0.613066226442382,0.716283689447896
64,6,9,0.420439881702366,9,0.318543894682999,0.613066223424993,0.502203679815868
64,7,2,0.838026235564965,6,0.377344013766546,0.814093095204682,0.613066222659575
64,8,0,0.973344884011327,0,0.946274514345772,0.999999999909092,0.999999999909092
64,9,8,0.435705840117258,8,0.364220200447827,0.613066226375187,0.613066226643008
64,10,5,0.819952858751709,0,0.975569797357615,0.814093095264669,0.999999999909092
64,11,0,0.992165809892573,0,0.946274514345772,0.999999999909092,0.999999999909092
64,12,9,0.373480768572372,7,0.342513343087289,0.613066226401919,0.613066226625136
65,7,0,0.993621170752326,0,0.966620999076973,0.999999999909092,0.999999999909092
65,8,0,0.992963686154768,3,0.87567443738934,0.999999999909092,0.908228625537119
65,9,6,0.696241013106276,12,0.305307658658842,0.716283689391488,0.244680405081976
65,10,0,0.987242422474143,0,0.98127233043975,0.999999999909092,0.999999999909092
65,11,0,0.942345545201474,0,0.971138636935973,0.999999999909092,0.999999999909092
65,12,0,0.97138878517665,0,0.951916002090914,0.999999999909092,0.999999999909092
65,13,0,0.97138878517665,0,0.951916002090914,0.999999999909092,0.999999999909092
65,14,3,0.89969077021593,12,0.305251215259069,0.908228625484206,0.244680404117108
65,15,0,0.961383072339255,0,0.903004304070695,0.999999999909092,0.999999999909092
65,16,8,0.344990735688867,8,0.354508694728833,0.61306622276532,0.613066222364305
65,17,0,0.985051558315728,0,0.951916002090914,0.999999999909092,0.999999999909092
65,18,7,0.34651908125329,7,0.538371545193581,0.613066226379326,0.716283695323626
65,19,0,0.973344884011327,4,0.789213678122165,0.999999999909092,0.814093095257369
65,20,0,0.985051558315728,0,0.98930925187466,0.999999999909092,0.999999999909092
