5ind,6ind,7ind,5corr,6corr,7corr,5indPens,6indPens,7indPens,5corrPens,6corrPens,7corrPens
0.0919117647058824,0.209558823529412,0.382352941176471,0.294117647058824,0.0882352941176471,0.301470588235294,0.0735294117647059,0.1875,0.290441176470588,0.253676470588235,0.0772058823529412,0.220588235294118
0.0514705882352941,0.102941176470588,0.161764705882353,0.147058823529412,0.0551470588235294,0.113970588235294,0.0698529411764706,0.125,0.253676470588235,0.1875,0.0661764705882353,0.194852941176471
