AC-yes (1st),AC-no (1st),AC-yes (2nd),AC-no (2nd),AC-yes (3rd),AC-no (3rd),AC-yes (4th),AC-no (4th),AC-yes (5th),AC-no (5th),AC-yes (L),AC-no (L),AC-yes (H),AC-no (H)
0.324074074074074,0.398148148148148,0.384615384615385,0.397435897435897,0.510869565217391,0.33695652173913,0.616071428571429,0.294642857142857,0.761467889908257,0.146788990825688,0.462745098039216,0.317647058823529,0.598360655737705,0.299180327868852
0.0462962962962963,0.231481481481481,0.0512820512820513,0.166666666666667,0.0217391304347826,0.130434782608696,0.0267857142857143,0.0625,0.018348623853211,0.073394495412844,0.0470588235294118,0.172549019607843,0.0163934426229508,0.0860655737704918
