AC-yes (1st),AC-no (1st),AC-yes (2nd),AC-no (2nd),AC-yes (3rd),AC-no (3rd),AC-yes (4th),AC-no (4th),AC-yes (5th),AC-no (5th),AC-yes (agg),AC-no (agg),AC-yes (L),AC-no (L),AC-yes (H),AC-no (H)
0.231481481481481,0.398148148148148,0.294871794871795,0.358974358974359,0.41304347826087,0.369565217391304,0.491071428571429,0.3125,0.532110091743119,0.339449541284404,0.398797595190381,0.354709418837675,0.329411764705882,0.380392156862745,0.471311475409836,0.327868852459016
0.0648148148148148,0.305555555555556,0.0769230769230769,0.269230769230769,0.0434782608695652,0.173913043478261,0.0625,0.133928571428571,0.0458715596330275,0.0825688073394495,0.0581162324649299,0.188376753507014,0.0627450980392157,0.227450980392157,0.0532786885245902,0.147540983606557
